301,mz,sj,sj,mz,sj,sj,mz,sj, 15459
302,sj,sj,mz,sj,sj,sj,mz,sj, 14339
484,SD,mz,mz,SD,SD,SD,SD,sj, 13949
303,sj,sj,mz,sj,sj,mz,sj,sj, 12455
304,sj,sj,sj,sj,sj,sj,sj,sj, 11860
305,sj,sj,sj,mz,sj,sj,sj,sj, 10843
306,sj,sj,sj,mz,sj,sj,sj,mz, 10738
307,sj,sj,sj,mz,sj,sj,mz,sj, 10608
308,sj,sj,sj,sj,sj,sj,mz,sj, 9740
397,sj,SD,mz,sj,sj,mz,sj,sj, 9399
477,SD,SD,sj,sj,sj,sj,sj,otv, 7932
309,sj,sj,sj,sj,sj,sj,sj,mz, 7287
310,mz,sj,sj,mz,sj,sj,sj,mz, 6864
311,sj,sj,mz,sj,sj,sj,sj,mz, 6280
312,sj,sj,sj,sj,sj,mz,sj,sj, 6200
456,mz,mz,mz,mz,sj,sj,sj,mz, 6054
313,sj,sj,mz,sj,sj,sj,sj,sj, 6035
321,SD,SD,SD,SD,SD,SD,SD,sj, 5919
522,sj,sj,mz,sj,rsv,sj,sj,mz, 5909
314,sj,mz,sj,sj,sj,sj,sj,mz, 5554
467,SD,mz,sj,sj,mz,mz,sj,sj, 5433
557,SD,SD,sj,sj,sj,rsv,sj,sj, 5209
983,mz,sj,sj,sj,mz,sj,sj,sj, 5147
315,sj,sj,mz,sj,sj,mz,sj,mz, 4906
316,sj,mz,sj,sj,sj,sj,sj,sj, 4781
317,SD,sj,sj,mz,sj,sj,mz,sj, 4673
359,mz,mz,sj,sj,sj,sj,sj,sj, 4574
564,SD,mz,sj,sj,rsv,rsv,sj,rsv, 4563
318,mz,sj,sj,mz,sj,sj,sj,sj, 4459
1008,mz,sj,sj,sj,mz,sj,sj,mz, 4412
455,sj,sj,rsv,mz,sj,mz,sj,mz, 4250
319,sj,sj,sj,sj,mz,sj,sj,mz, 4046
400,mz,mz,sj,mz,sj,mz,sj,sj, 3879
320,mz,sj,sj,sj,sj,mz,sj,sj, 3871
322,sj,mz,sj,sj,mz,sj,mz,sj, 3848
323,SD,sj,mz,sj,sj,sj,mz,sj, 3791
324,sj,sj,mz,sj,mz,sj,sj,mz, 3588
515,sj,SD,mz,sj,sj,sj,rsv,sj, 3582
325,mz,sj,sj,sj,sj,sj,sj,mz, 3530
326,SD,sj,sj,sj,sj,sj,sj,mz, 3517
327,SD,sj,sj,mz,sj,sj,sj,mz, 3472
1155,mz,sj,mz,sj,mz,sj,mz,sj, 3271
408,sj,sj,mz,sj,sj,rsv,sj,sj, 3197
328,sj,mz,sj,mz,sj,sj,sj,mz, 2977
329,sj,mz,sj,sj,sj,mz,sj,mz, 2850
658,SD,sj,rsv,sj,sj,rsv,sj,mz, 2613
330,mz,sj,sj,mz,sj,mz,sj,mz, 2510
331,SD,sj,sj,sj,sj,mz,sj,sj, 2428
332,SD,sj,mz,sj,sj,mz,sj,sj, 2419
333,SD,SD,SD,SD,SD,SD,SD,mz, 2306
754,SD,SD,SD,SD,sj,SD,mz,sj, 2200
525,mz,sj,sj,mz,otv,sj,sj,mz, 2068
334,mz,sj,mz,sj,sj,mz,sj,sj, 2066
335,SD,sj,mz,sj,sj,sj,sj,mz, 2048
348,sj,sj,rsv,sj,sj,sj,sj,mz, 2039
516,SD,SD,SD,SD,sj,rsv,rsv,sj, 2037
390,SD,sj,sj,mz,sj,sj,mz,mz, 2019
336,sj,mz,sj,mz,sj,sj,sj,sj, 1998
349,sj,sj,mz,mz,sj,sj,sj,sj, 1941
566,sj,sj,rsv,sj,sj,sj,sj,otv, 1905
374,sj,mz,mz,mz,sj,sj,mz,sj, 1899
337,mz,sj,mz,sj,mz,sj,sj,mz, 1881
364,mz,sj,rsv,mz,sj,sj,sj,mz, 1806
338,mz,sj,mz,sj,sj,sj,sj,mz, 1776
339,mz,sj,mz,sj,sj,mz,sj,mz, 1751
1378,SD,sj,sj,sj,mz,sj,sj,mz, 1749
340,mz,mz,sj,mz,sj,sj,mz,sj, 1714
672,SD,sj,mz,rsv,sj,mz,sj,rsv, 1657
415,sj,sj,sj,sj,rsv,sj,sj,sj, 1615
479,SD,mz,sj,mz,sj,mz,mz,mz, 1592
341,sj,sj,sj,sj,sj,sj,sj,rsv, 1570
813,sj,SD,rsv,SD,SD,SD,SD,sj, 1510
342,sj,sj,mz,sj,mz,sj,sj,sj, 1507
636,mz,sj,mz,SD,SD,SD,SD,mz, 1469
343,mz,sj,sj,mz,sj,mz,sj,sj, 1449
514,mz,mz,sj,sj,sj,sj,mz,rsv, 1422
742,SD,SD,sj,SD,sj,SD,SD,mz, 1410
1129,mz,sj,sj,sj,mz,sj,mz,sj, 1412
344,mz,sj,mz,sj,sj,sj,sj,sj, 1400
1481,SD,mz,sj,sj,mz,sj,mz,sj, 1394
345,sj,sj,sj,mz,sj,mz,sj,sj, 1360
1009,sj,sj,rsv,mz,sj,sj,sj,mz, 1280
346,sj,sj,rsv,sj,sj,sj,mz,sj, 1231
347,sj,sj,rsv,sj,sj,sj,sj,sj, 1230
851,SD,otv,sj,mz,otv,sj,otv,mz, 1210
661,sj,sj,sj,sj,SD,SD,SD,rsv, 1205
350,SD,SD,SD,SD,SD,SD,SD,rsv, 1182
351,sj,sj,mz,mz,sj,sj,mz,sj, 1134
388,sj,sj,sj,sj,mz,sj,sj,rsv, 1128
465,SD,sj,rsv,otv,sj,mz,sj,sj, 1102
383,sj,sj,sj,mz,mz,sj,sj,mz, 1087
796,sj,SD,SD,SD,mz,mz,sj,sj, 1087
354,SD,mz,rsv,SD,rsv,rsv,rsv,rsv, 1076
922,SD,sj,mz,sj,sj,mz,sj,mz, 1074
616,mz,mz,sj,SD,sj,sj,mz,sj, 1066
1344,SD,sj,mz,sj,mz,sj,mz,sj, 1031
352,sj,sj,rsv,sj,sj,mz,sj,sj, 1013
353,SD,SD,SD,SD,SD,sj,mz,sj, 993
1025,sj,mz,sj,mz,sj,mz,sj,sj, 990
512,sj,sj,sj,SD,sj,rsv,sj,rsv, 960
360,mz,sj,sj,mz,sj,sj,mz,mz, 934
543,SD,otv,sj,otv,mz,rsv,otv,mz, 934
432,mz,sj,rsv,sj,sj,mz,sj,mz, 929
424,sj,sj,mz,sj,sj,mz,SD,mz, 902
355,sj,sj,mz,sj,sj,sj,mz,mz, 900
375,SD,SD,SD,SD,sj,sj,sj,mz, 874
776,SD,mz,sj,rsv,sj,rsv,rsv,mz, 865
815,sj,sj,sj,sj,sj,SD,rsv,mz, 842
356,SD,mz,sj,mz,sj,sj,sj,mz, 825
357,sj,sj,sj,mz,sj,sj,mz,mz, 813
358,sj,sj,mz,sj,sj,sj,sj,rsv, 807
638,SD,sj,mz,mz,sj,sj,otv,sj, 804
1032,SD,SD,SD,SD,SD,sj,sj,mz, 801
1420,sj,mz,mz,sj,sj,sj,mz,sj, 786
480,sj,sj,mz,mz,sj,sj,mz,rsv, 783
1136,sj,sj,mz,mz,sj,mz,sj,sj, 783
1805,mz,sj,sj,mz,sj,sj,sj,rsv, 778
657,sj,mz,sj,sj,sj,SD,SD,mz, 730
483,sj,sj,mz,SD,SD,SD,SD,sj, 713
361,mz,mz,sj,sj,sj,sj,mz,sj, 704
362,sj,sj,sj,sj,sj,sj,mz,mz, 700
2165,sj,mz,rsv,sj,mz,sj,sj,sj, 699
363,sj,sj,sj,mz,sj,sj,sj,rsv, 685
365,mz,sj,mz,sj,mz,sj,sj,sj, 685
