301, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0
302, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0
484, 299.0, 2.0, 2.0, 299.0, 299.0, 299.0, 299.0, 1.0
303, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0
304, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
305, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0
306, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0
307, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0
308, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0
397, 1.0, 299.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0
477, 299.0, 299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5.0
309, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0
310, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0
311, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0
312, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0
456, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0
313, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0
321, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 1.0
522, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0, 1.0, 2.0
314, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0
467, 299.0, 2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0
557, 299.0, 299.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0
983, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0
315, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0
316, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
317, 299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0
359, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0
564, 299.0, 2.0, 1.0, 1.0, 3.0, 3.0, 1.0, 3.0
318, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0
1008, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0
455, 1.0, 1.0, 3.0, 2.0, 1.0, 2.0, 1.0, 2.0
319, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0
400, 2.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0
320, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0
322, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0
323, 299.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0
324, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0
515, 1.0, 299.0, 2.0, 1.0, 1.0, 1.0, 3.0, 1.0
325, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0
326, 299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0
327, 299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0
1155, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0
408, 1.0, 1.0, 2.0, 1.0, 1.0, 3.0, 1.0, 1.0
328, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0
329, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0
658, 299.0, 1.0, 3.0, 1.0, 1.0, 3.0, 1.0, 2.0
330, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0
331, 299.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0
332, 299.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0
333, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 2.0
754, 299.0, 299.0, 299.0, 299.0, 1.0, 299.0, 2.0, 1.0
525, 2.0, 1.0, 1.0, 2.0, 5.0, 1.0, 1.0, 2.0
334, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0
335, 299.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0
348, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 2.0
516, 299.0, 299.0, 299.0, 299.0, 1.0, 3.0, 3.0, 1.0
390, 299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 2.0
336, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0
349, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0
566, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 5.0
374, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0
337, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0
364, 2.0, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0, 2.0
338, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0
339, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0
1378, 299.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0
340, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0
672, 299.0, 1.0, 2.0, 3.0, 1.0, 2.0, 1.0, 3.0
415, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0
