8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 289866, 1, 2
8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 34302, 1, 10
8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 33877, 1, 5
299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 21552, 1, 21
8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 20957, 1, 26
8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 15381, 1, 18
8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 15260, 1, 37
9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 12542, 1, 23
8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 6252, 1, 69
8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 8.0, 5501, 1, 65
8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 4747, 1, 48
8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 3962, 1, 33
9.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 3798, 1, 24
9.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 3419, 1, 61
299.0, 299.0, 299.0, 299.0, 8.0, 8.0, 8.0, 3269, 1, 16
299.0, 299.0, 299.0, 8.0, 8.0, 8.0, 8.0, 2963, 1, 89
299.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 2935, 1, 55
8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 2679, 1, 115
9.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 2578, 1, 130
299.0, 299.0, 299.0, 299.0, 299.0, 8.0, 8.0, 2390, 1, 116
299.0, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 2386, 1, 4
8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 8.0, 2382, 1, 13
8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 2191, 1, 39
8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 9.0, 2175, 1, 35
8.0, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 2119, 1, 7
8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 8.0, 2092, 1, 102
9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 2033, 1, 75
9.0, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 2034, 1, 36
9.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 1800, 1, 80
8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 1798, 1, 78
299.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 1714, 1, 68
8.0, 8.0, 9.0, 9.0, 8.0, 8.0, 8.0, 1710, 1, 85
299.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 1655, 1, 104
8.0, 8.0, 8.0, 9.0, 9.0, 8.0, 8.0, 1509, 1, 343
299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 1418, 1, 40
8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 8.0, 1326, 1, 14
8.0, 8.0, 10.0, 8.0, 8.0, 8.0, 8.0, 1243, 1, 232
8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 1207, 1, 12
8.0, 8.0, 9.0, 9.0, 8.0, 9.0, 8.0, 1043, 1, 79
9.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 1028, 1, 93
8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 10.0, 1013, 1, 123
8.0, 8.0, 8.0, 10.0, 8.0, 8.0, 8.0, 967, 1, 299
8.0, 8.0, 8.0, 299.0, 8.0, 8.0, 8.0, 898, 1, 6
299.0, 299.0, 299.0, 299.0, 299.0, 9.0, 8.0, 867, 1, 11
8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 10.0, 847, 1, 438
8.0, 9.0, 8.0, 8.0, 9.0, 8.0, 8.0, 836, 1, 182
8.0, 9.0, 8.0, 8.0, 8.0, 9.0, 8.0, 833, 1, 231
8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 8.0, 812, 1, 88
8.0, 8.0, 8.0, 8.0, 9.0, 10.0, 8.0, 791, 1, 17
9.0, 8.0, 9.0, 8.0, 8.0, 9.0, 8.0, 741, 1, 335
8.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 708, 1, 176
299.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 658, 1, 275
8.0, 8.0, 8.0, 9.0, 9.0, 8.0, 9.0, 644, 1, 119
8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 9.0, 607, 1, 278
8.0, 299.0, 8.0, 8.0, 8.0, 9.0, 8.0, 604, 1, 31
8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 9.0, 589, 1, 229
299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 577, 1, 148
299.0, 299.0, 299.0, 299.0, 9.0, 8.0, 8.0, 544, 1, 22
9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 531, 1, 344
8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 9.0, 503, 1, 60
299.0, 299.0, 299.0, 299.0, 299.0, 8.0, 9.0, 478, 1, 136
299.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 471, 1, 100
10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 451, 1, 63
8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 10.0, 434, 1, 109
9.0, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 420, 1, 128
299.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 414, 1, 42
299.0, 299.0, 299.0, 9.0, 8.0, 8.0, 8.0, 411, 1, 202
9.0, 8.0, 8.0, 8.0, 9.0, 9.0, 8.0, 408, 1, 314
299.0, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 412, 1, 141
299.0, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 397, 1, 324
8.0, 8.0, 8.0, 10.0, 8.0, 9.0, 8.0, 385, 1, 56
8.0, 299.0, 8.0, 8.0, 9.0, 8.0, 8.0, 365, 1, 204
9.0, 8.0, 8.0, 9.0, 8.0, 8.0, 10.0, 344, 1, 461
299.0, 299.0, 299.0, 299.0, 8.0, 9.0, 8.0, 334, 1, 197
8.0, 8.0, 8.0, 299.0, 299.0, 8.0, 8.0, 335, 1, 257
8.0, 8.0, 8.0, 9.0, 8.0, 10.0, 8.0, 327, 1, 122
8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 10.0, 328, 1, 223
299.0, 299.0, 299.0, 299.0, 299.0, 8.0, 10.0, 324, 1, 163
8.0, 299.0, 8.0, 9.0, 8.0, 8.0, 8.0, 305, 1, 1
299.0, 8.0, 8.0, 8.0, 10.0, 8.0, 8.0, 299, 1, 118
299.0, 299.0, 299.0, 8.0, 8.0, 8.0, 9.0, 291, 1, 323
299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 8.0, 276, 1, 8
8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 9.0, 276, 1, 598
9.0, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 265, 1, 103
8.0, 8.0, 8.0, 8.0, 10.0, 9.0, 8.0, 264, 1, 226
9.0, 8.0, 8.0, 9.0, 9.0, 8.0, 9.0, 260, 1, 58
299.0, 299.0, 299.0, 8.0, 8.0, 9.0, 8.0, 266, 1, 120
299.0, 299.0, 8.0, 8.0, 8.0, 8.0, 9.0, 255, 1, 181
9.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 252, 1, 460
8.0, 8.0, 10.0, 8.0, 8.0, 9.0, 8.0, 242, 1, 90
9.0, 8.0, 8.0, 9.0, 8.0, 9.0, 9.0, 243, 1, 165
10.0, 8.0, 10.0, 10.0, 8.0, 8.0, 8.0, 245, 1, 375
299.0, 299.0, 8.0, 8.0, 8.0, 9.0, 8.0, 244, 1, 149
