FROM,TO,VALUE
351,351,548
354,354,395
355,355,466
356,356,749
358,358,401
360,360,750
361,361,386
362,362,369
363,363,525
364,364,488
365,365,796
366,366,384
367,367,676
368,368,797
369,369,569
370,370,392
371,371,379
373,373,521
375,375,389
376,376,509
377,377,385
378,378,394
379,379,654
380,380,437
381,381,559
382,382,798
384,384,531
386,386,448
387,387,532
388,388,751
392,392,431
393,393,618
394,394,570
395,395,606
397,397,527
398,398,442
400,400,607
401,401,487
402,402,709
404,404,534
406,406,710
407,407,537
410,410,415
411,411,711
412,412,655
413,413,627
414,414,538
415,415,677
416,416,752
417,417,589
418,418,522
420,420,493
421,421,634
422,422,478
423,423,438
424,424,499
425,425,799
426,426,518
427,427,656
428,428,753
431,431,450
434,434,489
435,435,467
436,436,483
439,439,800
440,440,590
442,442,458
444,444,576
445,445,454
446,446,657
447,447,801
449,449,470
450,450,802
452,452,678
453,453,577
454,454,628
457,457,599
458,458,619
459,459,473
461,461,578
464,464,629
465,465,803
467,467,804
468,468,635
469,469,541
472,472,754
473,473,608
474,474,503
475,475,805
476,476,528
477,477,658
478,478,806
479,479,807
480,480,643
481,481,510
482,482,755
485,485,679
489,489,620
490,490,542
493,493,519
494,494,756
496,496,808
499,499,636
500,500,809
501,501,680
502,502,757
503,503,637
504,504,810
505,505,579
506,506,681
507,507,549
508,508,811
509,509,638
511,511,565
515,515,600
520,520,682
521,521,812
525,525,712
526,526,813
527,527,659
529,529,713
530,530,814
531,531,758
533,533,583
534,534,550
536,536,815
538,538,816
539,539,817
540,540,818
541,541,621
542,542,683
543,543,684
544,544,609
546,546,660
548,548,552
551,551,819
556,556,820
557,557,601
559,559,821
563,563,822
564,564,661
570,570,602
574,574,714
575,575,759
576,576,685
578,578,686
579,579,639
581,581,823
587,587,760
593,593,824
601,601,825
602,602,826
603,603,761
610,610,827
615,615,762
616,616,763
619,619,764
622,622,828
624,624,715
625,625,662
627,627,829
632,632,830
635,635,687
639,639,688
640,640,831
642,642,832
647,647,833
648,648,834
650,650,689
656,656,765
658,658,716
662,662,766
666,666,717
667,667,835
670,670,767
674,674,768
675,675,836
680,680,690
682,682,718
683,683,837
684,684,769
686,686,838
690,690,839
694,694,770
698,698,719
701,701,840
711,711,771
713,713,720
722,722,841
723,723,772
727,727,842
729,729,773
730,730,843
735,735,774
738,738,844
756,756,845
757,757,846
759,759,847
760,760,848
786,786,849
800,800,850
806,806,851
818,818,852
826,826,853
839,839,854
853,853,855
