cba , Rotation, Num_Pixels, Area_ha
301, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 15459, 
302, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 14339, 
484, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 13949, 
303, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 12455, 
304, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 11860, 
305, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 10843, 
306, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 10738, 
307, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 10608, 
308, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 9740, 
397, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 9399, 
477, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 7932, 
309, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 7287, 
310, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 6864, 
311, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 6280, 
312, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 6200, 
456, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 6054, 
313, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6035, 
321, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 5919, 
522, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 5909, 
314, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 5554, 
467, 299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5433, 
557, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 5209, 
983, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 5147, 
315, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 4906, 
316, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4781, 
317, 299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 4673, 
359, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4574, 
564, 299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 4563, 
318, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 4459, 
1008, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 4412, 
455, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 4250, 
319, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 4046, 
400, 299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 3879, 
320, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 3871, 
321, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 1.0, 3848, 
322, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 3791, 
323, 299.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3588, 
324, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 3582, 
515, 299.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 3530, 
325, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3517, 
326, 299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3472, 
327, 299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 3271, 
