cba , Rotation, Num_Pixels, Area_ha
301, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 289866, 
302, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 34302, 
303, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 33877, 
304, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 21552, 
305, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 20957, 
306, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 15381, 
307, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 15260, 
308, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 12542, 
309, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 6252, 
310, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 8.0, 5501, 
311, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 4747, 
312, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 3962, 
313, 9.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 3798, 
314, 9.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 3419, 
315, 299.0, 299.0, 299.0, 299.0, 8.0, 8.0, 8.0, 3269, 
316, 299.0, 299.0, 299.0, 8.0, 8.0, 8.0, 8.0, 2963, 
317, 299.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 2935, 
318, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 2679, 
319, 9.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 2578, 
320, 299.0, 299.0, 299.0, 299.0, 299.0, 8.0, 8.0, 2390, 
321, 299.0, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 2386, 
322, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 8.0, 2382, 
323, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 2191, 
324, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 9.0, 2175, 
325, 8.0, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 2119, 
326, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 8.0, 2092, 
327, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 2033, 
328, 9.0, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 2034, 
329, 9.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 1800, 
330, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 1798, 
331, 299.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 1714, 
332, 8.0, 8.0, 9.0, 9.0, 8.0, 8.0, 8.0, 1710, 
333, 299.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 1655, 
343, 8.0, 8.0, 8.0, 9.0, 9.0, 8.0, 8.0, 1509, 
334, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 1418, 
335, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 8.0, 1326, 
336, 8.0, 8.0, 10.0, 8.0, 8.0, 8.0, 8.0, 1243, 
337, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 1207, 
338, 8.0, 8.0, 9.0, 9.0, 8.0, 9.0, 8.0, 1043, 
339, 9.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 1028, 
340, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 10.0, 1013, 
