301, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0
302, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0
303, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0
304, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0
305, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0
306, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0
307, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0
308, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0
309, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0
310, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 8.0
311, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0
312, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0
313, 9.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0
314, 9.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0
315, 299.0, 299.0, 299.0, 299.0, 8.0, 8.0, 8.0
316, 299.0, 299.0, 299.0, 8.0, 8.0, 8.0, 8.0
317, 299.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0
318, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0
319, 9.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0
320, 299.0, 299.0, 299.0, 299.0, 299.0, 8.0, 8.0
321, 299.0, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0
322, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 8.0
323, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0
324, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 9.0
325, 8.0, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0
326, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 8.0
327, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0
328, 9.0, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0
329, 9.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0
330, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0
331, 299.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0
332, 8.0, 8.0, 9.0, 9.0, 8.0, 8.0, 8.0
333, 299.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0
343, 299.0, 299.0, 299.0, 299.0, 299.0, 9.0, 8.0
334, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0
335, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 8.0
336, 8.0, 8.0, 10.0, 8.0, 8.0, 8.0, 8.0
337, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0
338, 8.0, 8.0, 9.0, 9.0, 8.0, 9.0, 8.0
339, 9.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0
340, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 10.0
341, 8.0, 8.0, 8.0, 10.0, 8.0, 8.0, 8.0
342, 8.0, 8.0, 8.0, 299.0, 8.0, 8.0, 8.0
438, 10.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0
344, 8.0, 9.0, 8.0, 8.0, 9.0, 8.0, 8.0
345, 8.0, 9.0, 8.0, 8.0, 8.0, 9.0, 8.0
346, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 8.0
347, 8.0, 8.0, 8.0, 8.0, 9.0, 10.0, 8.0
348, 9.0, 8.0, 9.0, 8.0, 8.0, 9.0, 8.0
349, 8.0, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0
350, 299.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0
351, 8.0, 8.0, 8.0, 9.0, 9.0, 8.0, 9.0
352, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 9.0
353, 8.0, 299.0, 8.0, 8.0, 8.0, 9.0, 8.0
354, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 9.0
355, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0
356, 299.0, 299.0, 299.0, 299.0, 9.0, 8.0, 8.0
357, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0
358, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 9.0
359, 299.0, 299.0, 299.0, 299.0, 299.0, 8.0, 9.0
360, 299.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0
361, 10.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0
362, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 10.0
363, 9.0, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0
364, 299.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0
365, 299.0, 299.0, 299.0, 9.0, 8.0, 8.0, 8.0
366, 9.0, 8.0, 8.0, 8.0, 9.0, 9.0, 8.0
367, 299.0, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0
368, 299.0, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0
369, 8.0, 8.0, 8.0, 10.0, 8.0, 9.0, 8.0
370, 8.0, 299.0, 8.0, 8.0, 9.0, 8.0, 8.0
461, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 9.0
371, 299.0, 299.0, 299.0, 299.0, 8.0, 9.0, 8.0
372, 8.0, 8.0, 8.0, 299.0, 299.0, 8.0, 8.0
373, 8.0, 8.0, 8.0, 9.0, 8.0, 10.0, 8.0
374, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 10.0
375, 299.0, 299.0, 299.0, 299.0, 299.0, 8.0, 10.0
376, 8.0, 299.0, 8.0, 9.0, 8.0, 8.0, 8.0
377, 299.0, 8.0, 8.0, 8.0, 10.0, 8.0, 8.0
378, 299.0, 299.0, 299.0, 8.0, 8.0, 8.0, 9.0
379, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 8.0
