696,tr,oti,rsi,rsi,rsi,tr,rsi, 31
697,SD,rsi,SD,SD,tr,rsi,rsi, 31
698,rsi,rsi,oti,SD,SD,rsi,rsi, 31
699,SD,SD,SD,rsi,oti,rsi,rsi, 31
700,SD,rsi,rsi,oti,tr,rsi,rsi, 31
701,tr,rsi,rsi,rsi,rsi,SD,rsi, 31
702,rsi,oti,rsi,tr,rsi,tr,tr, 31
703,rsi,rsi,SD,rsi,rsi,oti,oti, 31
704,SD,rsi,SD,SD,SD,SD,rsi, 31
705,tr,rsi,rsi,rsi,tr,tr,tr, 30
706,oti,rsi,rsi,SD,rsi,rsi,rsi, 30
707,SD,SD,SD,rsi,rsi,SD,rsi, 30
708,tr,rsi,rsi,SD,rsi,rsi,rsi, 30
709,oti,rsi,rsi,rsi,oti,rsi,rsi, 30
710,SD,SD,rsi,rsi,tr,rsi,tr, 30
711,SD,SD,tr,rsi,tr,tr,oti, 29
712,tr,SD,SD,SD,SD,tr,tr, 29
713,oti,oti,tr,rsi,rsi,rsi,tr, 29
714,rsi,rsi,tr,rsi,rsi,SD,rsi, 29
715,tr,rsi,tr,rsi,tr,tr,oti, 29
716,rsi,sc,rsi,rsi,rsi,SD,oti, 29
717,SD,rsi,rsi,SD,tr,rsi,rsi, 28
718,rsi,sc,rsi,oti,oti,rsi,oti, 28
719,rsi,sc,oti,tr,rsi,tr,tr, 28
720,tr,sc,rsi,SD,SD,rsi,rsi, 28
721,tr,sc,rsi,SD,SD,SD,oti, 28
722,SD,rsi,SD,rsi,rsi,rsi,rsi, 28
723,SD,SD,SD,sc,rsi,oti,rsi, 28
724,SD,oti,rsi,tr,rsi,rsi,rsi, 28
725,SD,oti,rsi,oti,rsi,rsi,oti, 27
726,oti,oti,rsi,oti,rsi,rsi,rsi, 27
727,rsi,rsi,oti,tr,rsi,tr,oti, 27
728,rsi,SD,rsi,rsi,tr,rsi,rsi, 27
729,SD,SD,SD,tr,tr,rsi,tr, 27
730,tr,rsi,rsi,rsi,oti,rsi,oti, 27
731,SD,sc,SD,SD,SD,SD,rsi, 27
732,rsi,rsi,SD,rsi,rsi,SD,rsi, 27
733,SD,rsi,rsi,SD,rsi,SD,rsi, 27
734,rsi,rsi,tr,sc,rsi,tr,rsi, 27
735,tr,sc,SD,SD,SD,rsi,tr, 27
736,SD,rsi,rsi,SD,rsi,rsi,tr, 27
737,rsi,rsi,rsi,SD,rsi,rsi,tr, 27
738,rsi,rsi,rsi,SD,SD,SD,tr, 27
739,SD,rsi,rsi,sc,rsi,oti,rsi, 26
740,rsi,SD,SD,sc,tr,rsi,oti, 26
741,oti,oti,oti,sc,rsi,tr,oti, 26
742,SD,SD,SD,sc,rsi,tr,tr, 26
743,oti,rsi,rsi,SD,SD,SD,rsi, 26
744,SD,sc,oti,rsi,rsi,tr,rsi, 25
745,tr,SD,tr,rsi,tr,tr,oti, 25
746,rsi,SD,SD,SD,tr,tr,rsi, 25
747,oti,SD,SD,SD,tr,tr,rsi, 25
748,oti,sc,oti,rsi,oti,rsi,oti, 25
749,rsi,SD,SD,SD,rsi,rsi,tr, 25
750,rsi,tr,oti,SD,SD,rsi,rsi, 25
751,SD,oti,rsi,oti,rsi,oti,rsi, 25
752,SD,sc,rsi,tr,SD,rsi,tr, 25
753,rsi,SD,SD,tr,rsi,tr,rsi, 25
754,rsi,oti,rsi,SD,SD,rsi,rsi, 24
755,rsi,oti,rsi,sc,rsi,rsi,rsi, 24
756,tr,rsi,rsi,SD,tr,rsi,tr, 24
757,rsi,oti,rsi,sc,rsi,tr,tr, 24
758,rsi,rsi,SD,SD,rsi,SD,rsi, 24
759,rsi,rsi,oti,SD,SD,tr,oti, 24
760,SD,rsi,tr,rsi,rsi,rsi,oti, 23
761,SD,rsi,tr,tr,tr,tr,tr, 23
762,rsi,sc,tr,rsi,tr,tr,rsi, 23
763,rsi,sc,rsi,rsi,rsi,SD,rsi, 23
764,SD,SD,SD,oti,rsi,oti,rsi, 23
765,rsi,SD,rsi,rsi,SD,SD,rsi, 23
766,oti,rsi,rsi,tr,rsi,tr,rsi, 23
767,rsi,rsi,SD,rsi,tr,rsi,rsi, 22
768,SD,rsi,rsi,oti,rsi,oti,rsi, 22
769,SD,SD,rsi,oti,rsi,rsi,rsi, 22
770,rsi,tr,rsi,SD,rsi,rsi,rsi, 22
