cba , Rotation, Num_Pixels, Area_ha
301, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 12009, 
555, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 10632, 
302, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 9676, 
678, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 8985, 
303, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 8788, 
304, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 7539, 
305, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 6886, 
306, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 5882, 
307, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 5877, 
308, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 5446, 
448, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 5155, 
545, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 4716, 
535, 299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4388, 
523, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 4146, 
905, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 4119, 
309, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 3904, 
352, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 3697, 
310, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 3646, 
311, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 1.0, 3602, 
359, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3586, 
532, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3557, 
645, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3543, 
522, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 3414, 
1208, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 3396, 
597, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3249, 
1209, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 3248, 
312, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 3198, 
653, 299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3144, 
313, 299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 3097, 
629, 1.0, 1.0, 1.0, 7.0, 1.0, 1.0, 1.0, 1.0, 3013, 
314, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2891, 
315, 299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2822, 
316, 1.0, 1.0, 1.0, 7.0, 1.0, 1.0, 1.0, 2.0, 2745, 
317, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2695, 
318, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 2685, 
403, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2630, 
1472, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2424, 
636, 1.0, 7.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2418, 
342, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2313, 
319, 299.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2305, 
1109, 299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2169, 
320, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2166, 
321, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 2.0, 2114, 
322, 1.0, 1.0, 7.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2063, 
323, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1947, 
324, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1946, 
325, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1902, 
848, 299.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1898, 
747, 1.0, 7.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1894, 
326, 1.0, 7.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1815, 
743, 299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1763, 
327, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1733, 
811, 299.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1728, 
462, 299.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1696, 
328, 299.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1690, 
831, 1.0, 7.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1687, 
329, 1.0, 1.0, 7.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1606, 
847, 299.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1598, 
330, 1.0, 1.0, 7.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1564, 
331, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1506, 
677, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1427, 
332, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1416, 
