357,sj,sj,sj,mz,sj,sj,mz,mz, 564
1149,sj,sj,mz,sj,sj,sj,sj,rsv, 562
2759,sj,mz,rsv,sj,mz,sj,sj,sj, 553
372,sj,sj,sj,sj,sj,mz,sj,rsv, 549
1478,SD,sj,sj,sj,srg,sj,sj,sj, 529
1842,SD,mz,sj,sj,mz,sj,mz,sj, 529
355,SD,SD,SD,SD,sj,sj,sj,sj, 522
356,sj,sj,srg,sj,mz,sj,sj,mz, 524
607,mz,mz,sj,sj,sj,sj,mz,mz, 522
399,sj,sj,rsv,sj,sj,sj,sj,rsv, 519
358,SD,sj,sj,sj,rsv,rsv,rsv,rsv, 509
550,SD,sj,sj,sj,rsv,sj,rsv,sj, 510
3877,sj,srg,sj,sj,mz,sj,mz,sj, 508
554,sj,sj,rsv,sj,sj,sj,sj,otv, 501
2725,SD,srg,sj,sj,sj,sj,sj,mz, 502
2225,SD,sj,mz,mz,sj,sj,sj,mz, 498
405,sj,mz,mz,mz,sj,sj,mz,sj, 494
498,SD,SD,SD,SD,SD,sj,SD,rsv, 488
796,sj,sj,mz,sj,mz,mn,sj,rsv, 489
3276,SD,srg,sj,sj,mz,sj,mz,sj, 484
2420,SD,sj,mz,sj,mz,sj,sj,sj, 478
4376,sj,sj,mn,mz,sj,sj,sj,sj, 476
1752,sj,mz,mz,sj,sj,sj,mz,sj, 475
732,sj,SD,sj,otv,sj,mz,sj,sj, 469
772,sj,sj,mz,rsv,sj,rsv,otv,sj, 465
1103,SD,SD,SD,sj,sj,sj,sj,sj, 458
408,sj,mz,sj,srg,sj,sj,sj,mz, 458
495,sj,sj,sj,SD,sj,rsv,sj,rsv, 451
5334,sj,srg,sj,sj,sj,sj,srg,sj, 451
360,SD,SD,sj,sj,sj,sj,sj,mz, 448
5357,sj,sj,sj,mz,sj,mn,mz,sj, 438
2264,sj,mz,sj,sj,rsv,sj,sj,mz, 434
1098,SD,sj,sj,otv,sj,sj,sj,sj, 434
4572,srg,sj,sj,sj,mz,sj,sj,mz, 433
488,sj,mz,sj,srg,mz,sj,otv,sj, 430
769,sj,otv,otv,rsv,sj,sj,otv,sj, 425
3994,sj,sj,mn,sj,sj,sj,mz,sj, 422
3205,sj,mz,rsv,sj,mz,sj,sj,mz, 419
1699,SD,SD,sj,sj,mz,sj,sj,mz, 417
767,SD,mn,rsv,otv,rsv,sj,sj,mz, 415
3731,mz,sj,mz,sj,mz,sj,sj,sj, 411
5350,mz,sj,sj,srg,sj,sj,sj,rsv, 407
361,mz,mz,sj,mz,sj,sj,mz,sj, 404
362,SD,sj,sj,sj,sj,mz,sj,mz, 402
363,mz,mz,sj,sj,sj,sj,mz,sj, 397
1375,mz,sj,rsv,sj,mz,sj,sj,sj, 396
2625,sj,SD,sj,sj,mz,sj,sj,mz, 399
792,sj,srg,rsv,mz,SD,rsv,sj,srg, 394
443,mz,sj,sj,mz,sj,sj,rsv,sj, 390
2171,mz,sj,sj,mz,sj,mn,mz,sj, 391
793,SD,mz,mz,rsv,rsv,rsv,rsv,mz, 385
1471,sj,mz,mz,sj,sj,mz,sj,sj, 385
1599,sj,srg,sj,sj,srg,sj,sj,sj, 383
3468,sj,mz,sj,sj,srg,sj,sj,mz, 382
1790,srg,sj,sj,sj,sj,mz,sj,sj, 380
3367,sj,sj,sj,sj,sj,mn,mz,sj, 382
1712,sj,sj,mz,sj,sj,sj,sj,mn, 378
2901,sj,sj,sj,sj,mn,mz,sj,sj, 377
4391,SD,srg,sj,sj,sj,srg,sj,sj, 375
3229,SD,sj,sj,sj,sj,mn,mz,sj, 372
919,sj,srg,rsv,sj,sj,sj,sj,mz, 371
364,mz,mz,sj,mz,sj,mz,sj,mz, 371
487,SD,SD,SD,SD,SD,SD,mz,sj, 370
1673,sj,otv,sj,otv,sj,sj,otv,sj, 368
1704,SD,srg,sj,sj,sj,mz,sj,sj, 367
737,srg,srg,sj,mz,mz,otv,rsv,srg, 365
2076,SD,sj,sj,mz,sj,mz,sj,sj, 361
1535,sj,sj,sj,srg,sj,sj,sj,mn, 360
879,mz,sj,rsv,sj,sj,sj,sj,sj, 360
1479,sj,mz,rsv,sj,sj,mz,sj,sj, 358
1718,sj,mz,sj,srg,sj,sj,mz,sj, 357
4207,sj,sj,sj,sj,sj,otv,sj,sj, 358
1142,sj,sj,sj,sj,mn,sj,sj,mz, 354
2425,SD,sj,rsv,sj,mz,sj,sj,sj, 353
1809,SD,sj,sj,sj,sj,srg,sj,sj, 354
1643,mz,sj,rsv,mz,sj,mz,sj,mz, 353
6132,sj,sj,mn,mz,sj,sj,mz,sj, 352
365,SD,mz,sj,mz,sj,sj,sj,mz, 349
366,sj,sj,sj,mz,mz,sj,sj,mz, 349
2946,sj,sj,sj,sj,sj,sj,mn,mz, 348
6433,sj,sj,mn,sj,mz,sj,mz,sj, 346
5437,srg,sj,mz,sj,mz,sj,mz,sj, 342
5238,sj,mz,sj,sj,sj,srg,sj,sj, 340
2019,sj,mz,sj,sj,rsv,sj,sj,sj, 338
510,sj,mz,sj,mz,sj,sj,mz,mn, 338
367,sj,sj,sj,otv,sj,sj,mz,sj, 337
3725,mz,sj,srg,mz,sj,sj,mz,sj, 335
433,SD,mz,mz,sj,sj,mz,sj,mz, 335
516,SD,SD,SD,SD,SD,sj,SD,otv, 333
1697,SD,sj,sj,sj,sj,sj,sj,rsv, 331
7295,sj,mz,sj,sj,sj,mz,SD,sj, 331
1015,sj,sj,sj,sj,sj,sj,sj,otv, 326
4670,mz,sj,srg,sj,sj,sj,sj,mz, 324
368,SD,sj,rsv,sj,sj,sj,sj,mz, 323
3548,srg,sj,mz,sj,sj,sj,mz,sj, 324
3997,srg,sj,mz,sj,mz,sj,sj,mz, 322
369,sj,sj,sj,mz,mz,sj,sj,sj, 320
370,SD,sj,srg,sj,sj,mz,sj,sj, 320
1876,SD,sj,sj,srg,sj,mz,sj,sj, 317
2689,sj,mz,sj,sj,sj,mn,mz,sj, 317
371,sj,sj,mz,sj,sj,sj,mz,rsv, 317
999,sj,sj,sj,mz,sj,sj,mn,mz, 317
4239,mz,sj,sj,sj,srg,sj,sj,sj, 315
2092,SD,mz,sj,sj,sj,mz,sj,mz, 315
590,SD,SD,rsv,SD,rsv,rsv,mz,sj, 314
373,sj,sj,sj,mz,sj,sj,sj,rsv, 314
4700,mz,sj,sj,sj,sj,srg,sj,sj, 312
383,sj,sj,srg,sj,sj,sj,sj,rsv, 310
3770,sj,mz,sj,sj,sj,sj,srg,sj, 306
391,SD,SD,sj,mz,sj,sj,sj,sj, 305
2435,sj,sj,srg,sj,mz,sj,mz,sj, 304
4085,mz,mz,sj,sj,mz,sj,sj,sj, 303
3188,srg,sj,sj,sj,mz,sj,mz,sj, 302
6428,sj,sj,sj,mn,sj,sj,mz,sj, 300
3088,sj,mn,mz,sj,sj,sj,sj,mz, 297
963,SD,sj,rsv,sj,sj,mz,sj,mz, 296
1754,SD,SD,sj,sj,sj,mz,sj,sj, 295
1874,mz,sj,rsv,sj,mz,sj,sj,mz, 293
375,SD,sj,sj,mz,sj,sj,mz,mz, 293
3981,sj,sj,srg,sj,sj,mz,sj,rsv, 291
466,SD,mz,mz,SD,SD,SD,SD,sj, 292
1684,SD,sj,rsv,mz,sj,mz,sj,mz, 288
643,sj,sj,sj,sj,SD,SD,SD,rsv, 285
1497,sj,SD,sj,sj,sj,sj,mz,sj, 286
3868,mz,sj,sj,sj,srg,sj,sj,mz, 285
2357,SD,sj,sj,sj,sj,sj,mz,mz, 283
2733,SD,mz,mz,sj,mz,sj,sj,mz, 282
5059,sj,sj,mn,sj,sj,sj,sj,mz, 281
6205,sj,sj,sj,mn,mz,sj,sj,sj, 281
1670,sj,mz,sj,otv,sj,sj,mz,sj, 281
5666,sj,mz,srg,sj,mz,sj,sj,mz, 280
1372,sj,sj,mz,mz,sj,mz,sj,sj, 279
1922,sj,mz,mz,sj,sj,sj,sj,mz, 279
389,mz,sj,rsv,mz,sj,sj,sj,mz, 279
1021,mz,sj,mz,sj,sj,mz,sj,rsv, 279
1654,sj,srg,sj,mz,sj,mz,sj,mz, 278
1751,sj,mz,sj,mz,sj,sj,sj,otv, 274
1863,SD,sj,rsv,sj,sj,mz,sj,sj, 272
376,SD,mz,mz,sj,sj,mz,sj,sj, 271
1723,SD,SD,sj,mz,sj,sj,mz,sj, 271
2960,SD,srg,sj,mz,sj,sj,mz,sj, 271
6869,sj,mz,sj,sj,mn,mz,sj,mz, 269
2866,SD,sj,sj,srg,sj,mz,sj,mz, 268
2371,sj,sj,sj,sj,mn,sj,mz,sj, 267
4805,sj,srg,sj,srg,sj,sj,sj,mz, 267
1192,SD,sj,sj,mz,sj,sj,sj,mn, 266
1445,sj,sj,rsv,srg,sj,sj,sj,sj, 267
6145,mz,sj,sj,mn,mz,sj,sj,sj, 266
377,SD,SD,SD,SD,SD,SD,SD,otv, 267
2457,sj,srg,sj,srg,sj,sj,mz,sj, 265
2361,SD,mz,sj,sj,srg,sj,sj,mz, 261
514,SD,sj,rsv,sj,sj,rsv,sj,otv, 262
378,sj,mz,sj,otv,sj,mz,sj,sj, 260
379,sj,sj,sj,sj,mz,sj,sj,rsv, 259
637,SD,srg,sj,rsv,sj,rsv,rsv,mn, 260
3389,sj,srg,sj,sj,srg,sj,sj,mz, 259
1927,sj,mz,sj,sj,mz,sj,mn,mz, 258
2431,mz,sj,srg,sj,sj,mz,sj,mz, 257
380,sj,sj,sj,SD,sj,sj,sj,mz, 256
486,mz,sj,mz,mz,rsv,sj,mz,sj, 255
657,sj,mz,sj,mz,sj,sj,rsv,mz, 255
1332,sj,sj,sj,sj,sj,sj,mz,rsv, 254
2250,mz,sj,sj,rsv,sj,sj,mz,sj, 251
2754,sj,mz,mz,sj,sj,mz,sj,mz, 250
381,SD,SD,SD,SD,SD,SD,SD,mn, 249
1058,mz,sj,sj,mz,sj,sj,sj,mn, 249
1258,SD,sj,sj,sj,rsv,sj,sj,sj, 248
1916,sj,sj,rsv,sj,mz,sj,sj,sj, 249
5680,sj,sj,otv,sj,sj,sj,sj,sj, 249
1044,mz,sj,rsv,sj,sj,sj,sj,mz, 248
1382,SD,SD,SD,SD,sj,mz,sj,mz, 249
2172,sj,srg,rsv,sj,sj,sj,mz,sj, 247
6649,sj,sj,otv,sj,sj,mz,sj,sj, 248
382,sj,sj,sj,srg,sj,sj,sj,rsv, 246
5547,sj,mn,mz,sj,sj,mn,mz,sj, 245
634,SD,SD,SD,SD,rsv,rsv,rsv,rsv, 244
1341,sj,mz,sj,sj,mz,sj,sj,mn, 244
3691,sj,mz,rsv,mz,sj,sj,sj,mz, 245
384,SD,SD,SD,SD,SD,sj,SD,sj, 243
2163,mz,sj,mz,mz,sj,mz,sj,mz, 242
687,SD,mz,rsv,mz,sj,otv,SD,sj, 241
1549,sj,SD,mz,sj,sj,sj,sj,mz, 241
1877,mz,sj,sj,sj,sj,sj,mz,mz, 241
7249,mn,sj,mz,sj,sj,mn,mz,sj, 239
1011,sj,mz,sj,sj,sj,sj,sj,rsv, 239
1319,SD,sj,sj,SD,sj,sj,sj,sj, 238
3242,SD,sj,sj,sj,sj,sj,srg,sj, 237
3870,mz,sj,sj,mz,sj,sj,SD,sj, 235
2049,SD,mz,mz,sj,mz,sj,sj,sj, 236
3382,sj,mz,sj,sj,mn,mz,sj,sj, 234
492,SD,sj,rsv,sj,sj,sj,sj,rsv, 234
5394,sj,sj,mz,sj,sj,srg,sj,sj, 233
2911,mz,sj,sj,mz,mz,sj,sj,sj, 234
1090,sj,SD,sj,sj,sj,sj,sj,sj, 232
1623,SD,mz,rsv,sj,sj,sj,sj,mz, 230
2496,mz,srg,sj,sj,sj,sj,sj,sj, 230
3393,SD,sj,sj,sj,sj,sj,sj,mn, 229
3619,srg,sj,mz,sj,sj,sj,sj,sj, 228
3497,sj,mz,rsv,mz,sj,sj,mz,sj, 228
5060,sj,sj,mn,sj,sj,sj,sj,sj, 227
386,sj,mn,sj,mz,sj,sj,mz,sj, 227
918,sj,srg,rsv,sj,sj,sj,sj,sj, 226
1215,mz,sj,mz,mz,sj,sj,sj,sj, 225
5787,srg,sj,sj,sj,srg,sj,sj,sj, 224
387,sj,sj,mz,sj,sj,rsv,sj,sj, 225
1706,sj,mz,rsv,sj,sj,mz,sj,mz, 224
3486,mz,mz,sj,mz,sj,sj,sj,sj, 222
762,SD,SD,SD,SD,sj,otv,sj,rsv, 221
2376,mz,sj,rsv,sj,sj,mz,sj,sj, 222
4758,sj,sj,sj,sj,sj,mn,sj,sj, 219
9018,SD,mz,sj,sj,mz,mn,mz,sj, 220
2224,SD,sj,mz,mz,sj,sj,sj,sj, 219
3147,sj,SD,mz,sj,sj,mz,sj,sj, 219
3781,srg,sj,sj,sj,sj,sj,srg,sj, 219
5534,sj,sj,sj,srg,sj,sj,sj,srg, 217
388,mz,sj,mz,sj,mz,sj,SD,sj, 217
2621,mz,sj,sj,sj,mn,mz,sj,sj, 216
2241,SD,SD,SD,SD,mz,sj,sj,mz, 216
5099,sj,srg,sj,sj,sj,mz,sj,mz, 216
2780,SD,sj,sj,mz,mn,mz,sj,mz, 216
4093,SD,sj,sj,sj,sj,sj,mz,rsv, 216
1156,mz,sj,sj,mz,sj,rsv,sj,mz, 214
1851,SD,sj,rsv,mz,sj,sj,mz,sj, 214
3011,sj,mz,sj,sj,sj,sj,mn,mz, 214
7430,sj,srg,sj,mz,mz,sj,sj,mz, 213
1253,mz,sj,rsv,sj,mz,sj,mz,sj, 214
2116,SD,srg,mz,sj,mz,sj,sj,sj, 212
2554,SD,mz,mz,sj,mz,sj,mz,sj, 212
7200,sj,mz,sj,sj,mz,mn,sj,mz, 212
1411,SD,SD,SD,SD,SD,mz,sj,sj, 210
5447,sj,srg,sj,srg,sj,sj,sj,sj, 211
4722,mz,sj,sj,sj,sj,sj,srg,sj, 209
4747,srg,sj,mz,sj,sj,sj,sj,mz, 209
3759,sj,sj,sj,mz,mn,mz,sj,mz, 209
5769,sj,mn,sj,sj,sj,sj,mz,sj, 209
1294,sj,sj,sj,sj,sj,sj,rsv,sj, 207
1400,mz,sj,mz,mz,sj,sj,sj,mz, 207
5482,SD,mn,sj,sj,sj,sj,mz,sj, 206
392,sj,sj,sj,mz,sj,sj,sj,mn, 208
2638,sj,mz,rsv,sj,sj,sj,mz,sj, 206
393,SD,SD,SD,SD,sj,sj,sj,rsv, 204
1808,SD,mz,rsv,sj,mz,sj,sj,mz, 203
2830,SD,sj,rsv,sj,mz,sj,sj,mz, 201
900,sj,sj,sj,SD,sj,sj,sj,sj, 201
2395,SD,SD,SD,mz,sj,sj,sj,mz, 201
2592,sj,sj,mz,sj,mn,mz,sj,sj, 201
997,mz,sj,sj,mz,sj,sj,mz,rsv, 200
3171,sj,SD,sj,srg,sj,sj,mz,sj, 199
394,sj,sj,srg,sj,mz,sj,sj,sj, 199
1041,mz,sj,sj,otv,sj,sj,mz,sj, 199
2157,SD,SD,rsv,sj,sj,mz,sj,mz, 200
3005,SD,SD,SD,sj,sj,sj,mz,sj, 198
8026,sj,sj,mz,sj,mn,sj,mz,sj, 197
4440,SD,srg,sj,sj,srg,sj,sj,mz, 195
491,mz,sj,mz,otv,mz,sj,sj,mz, 195
395,sj,sj,rsv,rsv,sj,sj,sj,sj, 194
430,mz,sj,sj,mz,mz,sj,sj,mz, 194
6014,srg,sj,sj,mz,sj,mz,sj,mz, 194
3517,SD,mz,sj,sj,sj,sj,sj,rsv, 193
852,SD,otv,sj,mz,otv,sj,otv,mz, 193
956,sj,sj,mz,sj,sj,rsv,mz,sj, 192
2767,SD,SD,sj,srg,sj,sj,sj,mz, 192
4449,SD,sj,rsv,srg,sj,sj,mz,sj, 192
1707,sj,mz,sj,otv,mz,sj,sj,mz, 192
4387,sj,mz,sj,mz,sj,mn,mz,sj, 193
3192,sj,sj,mz,srg,sj,sj,sj,mz, 192
2249,sj,sj,sj,rsv,sj,sj,sj,sj, 190
3936,SD,sj,sj,sj,sj,sj,sj,otv, 189
4671,srg,sj,sj,srg,sj,sj,srg,sj, 189
2537,mz,sj,rsv,sj,sj,sj,mz,sj, 189
4266,mz,srg,sj,sj,mz,sj,sj,mz, 188
6178,sj,sj,srg,sj,mn,sj,mz,sj, 188
1350,sj,mz,mz,mz,sj,sj,sj,mz, 187
1612,sj,sj,sj,sj,sj,sj,sj,srg, 187
397,SD,sj,sj,sj,sj,mz,sj,rsv, 187
398,sj,sj,sj,sj,sj,rsv,sj,sj, 187
3346,sj,sj,mn,srg,sj,sj,sj,sj, 186
4084,SD,SD,sj,sj,mz,sj,mz,sj, 185
6508,mz,sj,otv,sj,sj,mz,sj,mz, 184
1893,SD,SD,SD,sj,sj,mz,sj,sj, 184
2498,sj,srg,sj,srg,sj,sj,sj,rsv, 184
2610,SD,mz,sj,sj,rsv,sj,sj,mz, 184
3962,mz,SD,sj,sj,sj,sj,sj,sj, 183
4134,sj,srg,mz,sj,sj,sj,sj,mz, 183
5035,sj,mn,sj,sj,sj,sj,sj,sj, 183
5116,srg,mz,sj,sj,sj,mz,sj,sj, 183
400,sj,sj,sj,otv,sj,sj,sj,mz, 182
765,sj,sj,sj,srg,sj,sj,SD,sj, 181
1449,SD,mz,sj,sj,mz,sj,sj,mn, 183
401,SD,SD,rsv,SD,rsv,rsv,rsv,rsv, 181
1837,SD,mz,sj,otv,mz,sj,sj,mz, 181
1921,sj,mz,mz,sj,sj,sj,sj,sj, 181
6280,sj,sj,sj,mn,mz,sj,sj,mz, 180
813,SD,sj,sj,mz,rsv,sj,sj,rsv, 180
5526,mz,sj,sj,sj,rsv,sj,sj,mz, 180
402,sj,sj,rsv,sj,sj,mz,sj,rsv, 180
770,mz,SD,SD,SD,SD,SD,SD,rsv, 179
404,mz,mz,sj,sj,sj,sj,sj,mz, 178
1507,sj,sj,sj,sj,rsv,sj,sj,mz, 178
5409,sj,sj,mz,sj,sj,sj,srg,sj, 177
2867,sj,mz,sj,mz,mz,sj,mz,sj, 177
4618,mz,sj,mz,srg,sj,sj,sj,mz, 178
4813,mz,sj,sj,mz,rsv,sj,mz,sj, 177
7155,SD,sj,mn,sj,sj,sj,mz,sj, 176
497,SD,SD,SD,SD,sj,rsv,rsv,sj, 176
419,sj,mz,sj,otv,sj,sj,sj,mz, 176
567,sj,sj,mz,mz,sj,sj,sj,mn, 176
771,SD,sj,mz,srg,sj,mz,sj,mz, 175
2219,SD,sj,rsv,srg,sj,sj,sj,mz, 176
2283,mz,sj,sj,sj,sj,sj,sj,rsv, 174
3638,SD,srg,sj,sj,sj,sj,srg,sj, 175
5228,SD,sj,sj,sj,mn,sj,mz,sj, 175
7303,sj,sj,srg,sj,sj,sj,sj,mn, 174
1286,sj,SD,mz,sj,sj,sj,mz,sj, 173
3288,SD,SD,SD,sj,sj,sj,sj,mz, 173
731,SD,SD,rsv,mz,mz,otv,otv,sj, 172
