FROM,TO,VALUE
2826,2826,600
2853,2853,550
2909,2909,502
2930,2930,521
3002,3002,600
3033,3033,500
3078,3078,550
3166,3166,700
3229,3229,500
3254,3254,600
3345,3345,500
3347,3347,600
3558,3558,521
3581,3581,522
3638,3638,600
3720,3720,500
3736,3736,700
3795,3795,530
3952,3952,530
4112,4112,522
4151,4151,530
4211,4211,522
4244,4244,550
4285,4285,550
4294,4294,521
4366,4366,522
4400,4400,520
4486,4486,500
4810,4810,500
4872,4872,530
4894,4894,550
4898,4898,500
4945,4945,521
4951,4951,550
5029,5029,521
586,586,700
587,587,700
588,588,600
589,589,502
590,590,530
721,721,600
724,724,550
758,758,530
859,859,530
890,890,600
1072,1072,521
1158,1158,600
1306,1306,500
1385,1385,600
1466,1466,502
1540,1540,550
1557,1557,550
1693,1693,502
1744,1744,500
1753,1753,550
1813,1813,500
1964,1964,550
1968,1968,500
2054,2054,550
2090,2090,600
2172,2172,501
2207,2207,550
2379,2379,530
2455,2455,500
2513,2513,700
2619,2619,510
2708,2708,510
2751,2751,600
2764,2764,500
2804,2804,522
2825,2825,700
2828,2828,600
2926,2926,521
2947,2947,502
3077,3077,501
3099,3099,530
3134,3134,500
3146,3146,550
3252,3252,530
3285,3285,510
3321,3321,530
3564,3564,530
3592,3592,522
3686,3686,520
3729,3729,550
3781,3781,700
3854,3854,522
3947,3947,550
4069,4069,700
4167,4167,501
4194,4194,530
4209,4209,500
4228,4228,550
4271,4271,521
4363,4363,522
4421,4421,600
4569,4569,550
4644,4644,530
4679,4679,600
4743,4743,522
4781,4781,521
4851,4851,522
4860,4860,521
4867,4867,521
5036,5036,500
592,592,700
594,594,550
596,596,550
711,711,521
833,833,500
834,834,700
862,862,521
916,916,600
1048,1048,500
1093,1093,521
1226,1226,530
1242,1242,700
1250,1250,510
1517,1517,530
1534,1534,600
1776,1776,550
1928,1928,521
2004,2004,550
2013,2013,700
2095,2095,550
2124,2124,550
2270,2270,521
2323,2323,600
2476,2476,530
2666,2666,550
2681,2681,521
2745,2745,520
2813,2813,500
2818,2818,521
2846,2846,550
2888,2888,550
2974,2974,521
2985,2985,700
2998,2998,510
3012,3012,530
3191,3191,521
3349,3349,500
3437,3437,530
3479,3479,700
3505,3505,521
3687,3687,700
3725,3725,600
3728,3728,530
3901,3901,551
3906,3906,501
3954,3954,521
4010,4010,522
4098,4098,501
4124,4124,500
4189,4189,700
4222,4222,510
4233,4233,500
4255,4255,521
4352,4352,700
4396,4396,700
4444,4444,550
4445,4445,500
4460,4460,530
4597,4597,700
4624,4624,510
4636,4636,521
4676,4676,510
4695,4695,550
4701,4701,550
4788,4788,550
4805,4805,530
4875,4875,521
4882,4882,530
4888,4888,600
4895,4895,700
597,597,700
598,598,600
601,601,700
602,602,530
603,603,550
627,627,700
645,645,500
751,751,500
878,878,700
952,952,521
1041,1041,521
1112,1112,600
1175,1175,550
1233,1233,521
1273,1273,510
1379,1379,551
1410,1410,550
1552,1552,700
1605,1605,520
1657,1657,500
1661,1661,502
1679,1679,530
1741,1741,700
1790,1790,600
1793,1793,550
1842,1842,520
1871,1871,700
1914,1914,551
1989,1989,530
2005,2005,521
2075,2075,550
2236,2236,521
2302,2302,550
2396,2396,500
2408,2408,520
2418,2418,551
2423,2423,700
2456,2456,521
2461,2461,600
2569,2569,521
2593,2593,600
2612,2612,510
2655,2655,530
2684,2684,700
2782,2782,700
2796,2796,510
2877,2877,521
2902,2902,500
2919,2919,521
2929,2929,521
2953,2953,600
2992,2992,500
2995,2995,700
3005,3005,700
3038,3038,550
3161,3161,510
3230,3230,550
3424,3424,500
3607,3607,502
3675,3675,700
3683,3683,503
3693,3693,522
3778,3778,700
3786,3786,500
3805,3805,530
3816,3816,522
3868,3868,510
3914,3914,530
3925,3925,530
3957,3957,700
3993,3993,530
4015,4015,600
4155,4155,530
4175,4175,500
4311,4311,522
4427,4427,510
4450,4450,550
4494,4494,600
4495,4495,600
4513,4513,530
4623,4623,501
4639,4639,550
4647,4647,510
4656,4656,550
4737,4737,600
4814,4814,550
4850,4850,522
4859,4859,550
4863,4863,530
4883,4883,522
4902,4902,550
4933,4933,510
4981,4981,522
5038,5038,522
5231,5231,522
5243,5243,530
606,606,520
639,639,500
764,764,700
950,950,530
978,978,550
1043,1043,700
1236,1236,700
1292,1292,700
1424,1424,700
1506,1506,530
1546,1546,550
1579,1579,530
1580,1580,700
1667,1667,600
1983,1983,522
1994,1994,530
2027,2027,551
2077,2077,551
2098,2098,700
2218,2218,551
2225,2225,600
2245,2245,551
2256,2256,551
2258,2258,522
2290,2290,700
2328,2328,500
2340,2340,700
2341,2341,550
2413,2413,700
2469,2469,550
2481,2481,550
2501,2501,600
2706,2706,700
2712,2712,550
2772,2772,530
2773,2773,510
2915,2915,700
2922,2922,700
2970,2970,550
3139,3139,521
3220,3220,520
3233,3233,700
3240,3240,502
3306,3306,500
3351,3351,700
3375,3375,502
3377,3377,530
3421,3421,501
3645,3645,501
3743,3743,500
3747,3747,521
3760,3760,700
3898,3898,500
4027,4027,500
4068,4068,522
4161,4161,500
4186,4186,521
4207,4207,550
4297,4297,500
4333,4333,550
4389,4389,502
4461,4461,550
4493,4493,522
4600,4600,530
4725,4725,600
5004,5004,600
5204,5204,502
612,612,700
613,613,550
786,786,550
925,925,550
930,930,550
990,990,521
1078,1078,521
1122,1122,600
1140,1140,520
1220,1220,521
1299,1299,500
1441,1441,530
1446,1446,500
1472,1472,700
1495,1495,530
1692,1692,500
1763,1763,700
1781,1781,530
1896,1896,501
1899,1899,521
2079,2079,521
2142,2142,500
2248,2248,600
2306,2306,700
2325,2325,550
2402,2402,550
2412,2412,600
2441,2441,530
2568,2568,500
2713,2713,550
2749,2749,600
2816,2816,510
2897,2897,501
2963,2963,521
3169,3169,600
3199,3199,520
3388,3388,521
3507,3507,550
3540,3540,500
3555,3555,521
3843,3843,521
3951,3951,700
3985,3985,500
4002,4002,521
4063,4063,522
4095,4095,521
4122,4122,500
4210,4210,500
4216,4216,530
4218,4218,700
4324,4324,551
4441,4441,600
4632,4632,520
4635,4635,500
4678,4678,530
4715,4715,501
4732,4732,600
4747,4747,700
4780,4780,530
4813,4813,550
4961,4961,521
5081,5081,550
5165,5165,530
622,622,700
663,663,550
740,740,530
781,781,700
818,818,700
831,831,530
923,923,550
1051,1051,500
1151,1151,522
1227,1227,530
1439,1439,700
1558,1558,530
1577,1577,530
1586,1586,530
1603,1603,600
1625,1625,551
1701,1701,551
1752,1752,700
1819,1819,530
1873,1873,700
1958,1958,501
1999,1999,700
2012,2012,600
2015,2015,530
2060,2060,700
2081,2081,700
2102,2102,700
2194,2194,550
2329,2329,550
2343,2343,550
2369,2369,550
2622,2622,600
2625,2625,500
2669,2669,550
2683,2683,521
2685,2685,521
2737,2737,502
2758,2758,510
2771,2771,550
2794,2794,551
2962,2962,550
3107,3107,700
3212,3212,521
3245,3245,500
3258,3258,521
3283,3283,510
3293,3293,500
3416,3416,510
3504,3504,550
3573,3573,510
3689,3689,521
3706,3706,530
3804,3804,501
3851,3851,501
3913,3913,530
4020,4020,530
4028,4028,500
4077,4077,521
4137,4137,522
4284,4284,522
4336,4336,502
4337,4337,521
4343,4343,501
4358,4358,530
4395,4395,550
4398,4398,530
4514,4514,530
4552,4552,530
4587,4587,510
4626,4626,600
4722,4722,600
4789,4789,600
4844,4844,550
4871,4871,521
4889,4889,530
4944,4944,550
4990,4990,550
5030,5030,530
5079,5079,521
5120,5120,521
5161,5161,550
5205,5205,530
625,625,500
626,626,700
628,628,500
920,920,550
953,953,530
1063,1063,501
1065,1065,500
1179,1179,700
1303,1303,551
1309,1309,522
1505,1505,550
1570,1570,550
1591,1591,530
1613,1613,521
1704,1704,522
1758,1758,530
1765,1765,550
1808,1808,510
1825,1825,500
1883,1883,700
1927,1927,521
2014,2014,551
2023,2023,551
2041,2041,521
2091,2091,550
2401,2401,600
2604,2604,510
2671,2671,600
2709,2709,600
2742,2742,550
2743,2743,700
3014,3014,500
3100,3100,521
3120,3120,521
3149,3149,550
3300,3300,550
3327,3327,700
3516,3516,700
3542,3542,500
3554,3554,700
3617,3617,550
3626,3626,550
3657,3657,500
3697,3697,521
3708,3708,700
3853,3853,500
3877,3877,500
3933,3933,600
4125,4125,502
4206,4206,521
4217,4217,550
4313,4313,500
4355,4355,500
4380,4380,500
4502,4502,500
4603,4603,600
4757,4757,530
4800,4800,522
4801,4801,504
4840,4840,700
4979,4979,530
5024,5024,500
5026,5026,521
5035,5035,522
5105,5105,522
5122,5122,510
5181,5181,500
5200,5200,700
629,629,521
632,632,500
704,704,700
788,788,700
793,793,600
907,907,700
927,927,521
1010,1010,522
1116,1116,522
1202,1202,550
1267,1267,700
1356,1356,600
1399,1399,700
1426,1426,700
1464,1464,522
1519,1519,501
1524,1524,510
1638,1638,500
1664,1664,550
1719,1719,530
1906,1906,530
1941,1941,700
1981,1981,550
2008,2008,530
2019,2019,521
2047,2047,700
2051,2051,530
2103,2103,551
2154,2154,600
2190,2190,550
2287,2287,551
2338,2338,550
2381,2381,551
2459,2459,700
2468,2468,510
2477,2477,700
2489,2489,700
2555,2555,550
2579,2579,510
2616,2616,700
2630,2630,600
2648,2648,700
2659,2659,600
2701,2701,600
2820,2820,700
2823,2823,700
2839,2839,550
2840,2840,700
2865,2865,500
2870,2870,530
2892,2892,530
2911,2911,521
2912,2912,530
2982,2982,700
2999,2999,521
3020,3020,700
3044,3044,700
3066,3066,550
3135,3135,550
3156,3156,530
3187,3187,600
3206,3206,510
3286,3286,500
3341,3341,530
3348,3348,522
3365,3365,521
3430,3430,600
3493,3493,550
3548,3548,500
3562,3562,700
3605,3605,522
3695,3695,700
3742,3742,700
3748,3748,500
3783,3783,600
3788,3788,600
3812,3812,700
3971,3971,550
4064,4064,700
4065,4065,500
4075,4075,522
4134,4134,550
4170,4170,530
4182,4182,700
4236,4236,501
4364,4364,530
4374,4374,520
4376,4376,521
4390,4390,521
4452,4452,502
4491,4491,500
4573,4573,550
4645,4645,510
4646,4646,530
4648,4648,510
4716,4716,530
4718,4718,550
4751,4751,530
4764,4764,530
4806,4806,600
4869,4869,501
4884,4884,530
4890,4890,550
4938,4938,550
4991,4991,530
5043,5043,600
5100,5100,550
5152,5152,530
5236,5236,600
634,634,501
635,635,600
637,637,530
682,682,522
688,688,502
701,701,550
810,810,700
959,959,522
1035,1035,700
1064,1064,700
1194,1194,550
1314,1314,600
1401,1401,700
1473,1473,530
1478,1478,551
1583,1583,522
1645,1645,550
1659,1659,530
1750,1750,600
1834,1834,530
1880,1880,700
1947,1947,521
2002,2002,550
2101,2101,530
2105,2105,600
2117,2117,551
2210,2210,551
2228,2228,550
2259,2259,500
2268,2268,550
2307,2307,550
2334,2334,510
2347,2347,700
2356,2356,551
2392,2392,520
2460,2460,501
2503,2503,521
2526,2526,521
2533,2533,500
2549,2549,600
2561,2561,521
2571,2571,700
2576,2576,530
2810,2810,530
2819,2819,700
2943,2943,521
2946,2946,530
3051,3051,700
3058,3058,700
3123,3123,521
3180,3180,550
3235,3235,700
3248,3248,700
3358,3358,700
3385,3385,500
3403,3403,700
3438,3438,500
3463,3463,521
3481,3481,600
3528,3528,550
3576,3576,600
3660,3660,522
3791,3791,530
3815,3815,520
3831,3831,700
3944,3944,530
3984,3984,521
3995,3995,522
4036,4036,600
4056,4056,500
4067,4067,500
4082,4082,530
4083,4083,530
4087,4087,530
4140,4140,700
4158,4158,521
4232,4232,530
4241,4241,502
4296,4296,521
4318,4318,600
4351,4351,550
4373,4373,500
4414,4414,700
4456,4456,600
4463,4463,700
4563,4563,503
4611,4611,510
4703,4703,530
4713,4713,600
4770,4770,551
4793,4793,530
4809,4809,501
4897,4897,500
4935,4935,700
4994,4994,550
5011,5011,521
5069,5069,522
5139,5139,530
646,646,530
647,647,700
649,649,550
650,650,700
702,702,530
706,706,600
708,708,700
710,710,550
928,928,600
995,995,522
1050,1050,521
1071,1071,700
1121,1121,700
1141,1141,530
1146,1146,700
1169,1169,530
1282,1282,700
1285,1285,530
1333,1333,530
1367,1367,700
1450,1450,510
1456,1456,522
1468,1468,700
1563,1563,700
1564,1564,522
1606,1606,521
1647,1647,700
1663,1663,530
1688,1688,530
1760,1760,550
1902,1902,530
1909,1909,550
1936,1936,500
1946,1946,700
1998,1998,521
2056,2056,600
2068,2068,500
2085,2085,500
2092,2092,530
2136,2136,600
2234,2234,510
2239,2239,530
2251,2251,700
2285,2285,551
2288,2288,700
2296,2296,550
2297,2297,550
2298,2298,600
2316,2316,522
2330,2330,550
2390,2390,700
2405,2405,550
2409,2409,530
2451,2451,550
2453,2453,700
2467,2467,550
2500,2500,600
2531,2531,500
2547,2547,530
2560,2560,530
2572,2572,500
2605,2605,600
2613,2613,510
2647,2647,501
2678,2678,600
2700,2700,550
2793,2793,600
2829,2829,600
2843,2843,522
2855,2855,700
2917,2917,550
2923,2923,700
3010,3010,600
3126,3126,521
3140,3140,700
3224,3224,700
3251,3251,521
3391,3391,700
3520,3520,521
3521,3521,520
3529,3529,520
3559,3559,700
3560,3560,530
3566,3566,550
3580,3580,550
3730,3730,521
3763,3763,521
3767,3767,530
3841,3841,530
3862,3862,510
3939,3939,510
4025,4025,530
4086,4086,501
4104,4104,600
4129,4129,500
4152,4152,530
4201,4201,510
4220,4220,522
4288,4288,530
4370,4370,522
4401,4401,700
4409,4409,600
4418,4418,700
4459,4459,550
4512,4512,521
4520,4520,600
4582,4582,550
4615,4615,550
4662,4662,510
4738,4738,700
4739,4739,510
4790,4790,530
4811,4811,550
4820,4820,550
4821,4821,530
4877,4877,521
4901,4901,700
4909,4909,600
4929,4929,530
4936,4936,500
4939,4939,500
4967,4967,550
4976,4976,522
4978,4978,530
5000,5000,530
5015,5015,521
5019,5019,522
5022,5022,510
5093,5093,600
5197,5197,600
5220,5220,530
5248,5248,522
679,679,600
692,692,522
783,783,600
794,794,530
829,829,700
864,864,700
880,880,600
897,897,700
968,968,530
1017,1017,550
1021,1021,700
1061,1061,522
1083,1083,600
1161,1161,500
1189,1189,700
1251,1251,700
1316,1316,700
1321,1321,551
1337,1337,550
1370,1370,551
1516,1516,522
1620,1620,700
1751,1751,521
1764,1764,501
1767,1767,550
1777,1777,530
1814,1814,600
1855,1855,550
1886,1886,600
1887,1887,522
1897,1897,522
1956,1956,550
1957,1957,550
1980,1980,550
1992,1992,600
2096,2096,551
2131,2131,502
2145,2145,600
2175,2175,700
2198,2198,500
2280,2280,700
2313,2313,700
2362,2362,501
2397,2397,550
2414,2414,530
2494,2494,551
2535,2535,500
2573,2573,521
2610,2610,600
2614,2614,510
2628,2628,521
2633,2633,700
2657,2657,501
2687,2687,500
2716,2716,550
2795,2795,550
2801,2801,700
2867,2867,501
2872,2872,502
2895,2895,600
2961,2961,550
2984,2984,550
3122,3122,550
3205,3205,502
3288,3288,500
3303,3303,510
3313,3313,521
3324,3324,521
3340,3340,700
3373,3373,521
3407,3407,500
3419,3419,550
3422,3422,521
3458,3458,700
3470,3470,521
3676,3676,504
3733,3733,550
3735,3735,500
3753,3753,700
3771,3771,520
3811,3811,700
3917,3917,510
3935,3935,510
3941,3941,530
3979,3979,530
4013,4013,700
4024,4024,504
4084,4084,530
4131,4131,501
4139,4139,522
4143,4143,521
4148,4148,521
4181,4181,521
4190,4190,550
4269,4269,600
4312,4312,522
4489,4489,700
4577,4577,501
4612,4612,522
4657,4657,510
4711,4711,550
4768,4768,530
4779,4779,530
4782,4782,530
4784,4784,530
4807,4807,530
4833,4833,600
4873,4873,510
4932,4932,550
4966,4966,521
4977,4977,521
5014,5014,500
5037,5037,500
5061,5061,530
5080,5080,530
5137,5137,600
5141,5141,522
5221,5221,530
5224,5224,530
666,666,700
668,668,530
670,670,700
677,677,521
757,757,700
790,790,530
935,935,500
1004,1004,522
1084,1084,550
1087,1087,550
1154,1154,700
1204,1204,550
1217,1217,600
1234,1234,521
1261,1261,510
1265,1265,521
1288,1288,700
1290,1290,521
1459,1459,600
1469,1469,700
1515,1515,700
1587,1587,510
1644,1644,550
1665,1665,530
1733,1733,600
1748,1748,550
1786,1786,521
1791,1791,551
1798,1798,530
1817,1817,700
1854,1854,530
1861,1861,700
1864,1864,700
1917,1917,700
1938,1938,550
1970,1970,700
1993,1993,550
2030,2030,600
2044,2044,510
2062,2062,510
2099,2099,600
2120,2120,700
2130,2130,530
2140,2140,550
2196,2196,530
2197,2197,600
2223,2223,700
2232,2232,550
2252,2252,550
2269,2269,550
2276,2276,521
2286,2286,700
2348,2348,550
2383,2383,700
2406,2406,600
2411,2411,500
2421,2421,551
2429,2429,550
2448,2448,530
2470,2470,550
2509,2509,700
2515,2515,700
2534,2534,522
2624,2624,521
2691,2691,700
2720,2720,510
2731,2731,700
2747,2747,600
2761,2761,510
2762,2762,700
2765,2765,530
2767,2767,700
2768,2768,550
2850,2850,700
2857,2857,530
2859,2859,530
2878,2878,550
2921,2921,530
3030,3030,521
3070,3070,700
3073,3073,700
3089,3089,700
3111,3111,530
3141,3141,530
3159,3159,700
3172,3172,550
3181,3181,600
3185,3185,530
3213,3213,550
3215,3215,521
3216,3216,550
3247,3247,700
3260,3260,700
3280,3280,521
3281,3281,700
3287,3287,550
3316,3316,500
3420,3420,530
3451,3451,550
3469,3469,521
3503,3503,500
3530,3530,521
3567,3567,700
3585,3585,600
3661,3661,530
3665,3665,500
3726,3726,530
3780,3780,700
3813,3813,550
3819,3819,500
3849,3849,521
3907,3907,510
3908,3908,510
3924,3924,510
3943,3943,501
3946,3946,521
3959,3959,530
3980,3980,501
3997,3997,500
4003,4003,550
4023,4023,521
4047,4047,530
4053,4053,522
4058,4058,550
4126,4126,700
4138,4138,521
4199,4199,550
4229,4229,521
4246,4246,530
4329,4329,500
4347,4347,530
4354,4354,521
4357,4357,510
4361,4361,530
4448,4448,530
4498,4498,521
4620,4620,500
4621,4621,700
4649,4649,550
4651,4651,521
4667,4667,600
4804,4804,550
4879,4879,550
4880,4880,550
4881,4881,550
4893,4893,521
4896,4896,522
4904,4904,550
4917,4917,550
4919,4919,530
4959,4959,550
4963,4963,550
4974,4974,550
5039,5039,522
5068,5068,600
5130,5130,551
5180,5180,500
5237,5237,700
674,674,550
675,675,700
676,676,700
680,680,600
681,681,510
684,684,550
685,685,510
690,690,530
726,726,550
745,745,501
772,772,700
773,773,521
774,774,520
779,779,500
838,838,530
845,845,700
846,846,510
905,905,600
913,913,530
1085,1085,510
1127,1127,550
1131,1131,530
1178,1178,510
1184,1184,600
1212,1212,501
1305,1305,510
1437,1437,550
1504,1504,530
1551,1551,700
1572,1572,500
1590,1590,500
1599,1599,530
1649,1649,700
1658,1658,550
1686,1686,700
1715,1715,522
1720,1720,522
1779,1779,550
1845,1845,700
1849,1849,530
1879,1879,550
1904,1904,550
1912,1912,501
1932,1932,550
1988,1988,700
2076,2076,700
2119,2119,700
2163,2163,510
2222,2222,521
2242,2242,521
2284,2284,600
2358,2358,600
2368,2368,600
2370,2370,700
2399,2399,550
2445,2445,500
2473,2473,550
2528,2528,700
2530,2530,700
2564,2564,510
2636,2636,530
2641,2641,700
2646,2646,530
2675,2675,530
2699,2699,530
2724,2724,530
2732,2732,520
2736,2736,510
2748,2748,510
2799,2799,700
2806,2806,700
2817,2817,700
2841,2841,500
2844,2844,600
2873,2873,700
2879,2879,502
2899,2899,530
2924,2924,520
2951,2951,510
2957,2957,550
2965,2965,700
3024,3024,550
3028,3028,530
3039,3039,700
3064,3064,700
3080,3080,522
3177,3177,700
3195,3195,530
3225,3225,700
3241,3241,700
3243,3243,700
3277,3277,510
3296,3296,521
3309,3309,550
3344,3344,600
3374,3374,530
3382,3382,530
3409,3409,550
3442,3442,700
3500,3500,550
3525,3525,510
3593,3593,600
3602,3602,510
3614,3614,550
3642,3642,530
3662,3662,600
3672,3672,700
3674,3674,550
3690,3690,521
3789,3789,501
3809,3809,700
3842,3842,521
3884,3884,550
3911,3911,530
3962,3962,530
3983,3983,502
4030,4030,504
4108,4108,521
4142,4142,700
4144,4144,600
4150,4150,530
4160,4160,550
4164,4164,500
4205,4205,520
4225,4225,700
4226,4226,521
4266,4266,521
4283,4283,521
4286,4286,522
4315,4315,520
4338,4338,550
4350,4350,500
4385,4385,550
4423,4423,520
4437,4437,550
4509,4509,530
4511,4511,600
4547,4547,510
4560,4560,500
4630,4630,522
4668,4668,550
4697,4697,600
4736,4736,700
4742,4742,700
4750,4750,700
4798,4798,550
4799,4799,550
4816,4816,600
4818,4818,600
4855,4855,600
4885,4885,550
4907,4907,510
4984,4984,700
5006,5006,521
5021,5021,522
5094,5094,600
5151,5151,530
5172,5172,502
5229,5229,520
5245,5245,521
693,693,700
694,694,700
698,698,700
700,700,522
707,707,700
712,712,522
713,713,551
716,716,551
729,729,550
733,733,530
748,748,700
765,765,700
782,782,530
849,849,520
855,855,551
865,865,600
892,892,530
908,908,510
919,919,521
951,951,700
958,958,700
966,966,500
969,969,700
1014,1014,700
1047,1047,700
1053,1053,700
1055,1055,700
1057,1057,521
1059,1059,530
1067,1067,502
1068,1068,520
1076,1076,520
1092,1092,521
1096,1096,510
1114,1114,700
1125,1125,530
1133,1133,700
1144,1144,550
1149,1149,500
1195,1195,700
1214,1214,530
1231,1231,550
1277,1277,700
1301,1301,510
1330,1330,510
1382,1382,530
1388,1388,551
1480,1480,600
1492,1492,500
1562,1562,550
1578,1578,600
1596,1596,700
1604,1604,700
1617,1617,700
1646,1646,700
1653,1653,700
1685,1685,700
1687,1687,530
1773,1773,600
1913,1913,530
1918,1918,700
1931,1931,551
1974,1974,600
2006,2006,530
2028,2028,700
2029,2029,550
2037,2037,522
2042,2042,550
2057,2057,530
2106,2106,600
2107,2107,700
2126,2126,700
2144,2144,700
2167,2167,600
2189,2189,510
2215,2215,700
2255,2255,550
2278,2278,551
2281,2281,550
2289,2289,551
2299,2299,600
2311,2311,500
2345,2345,500
2366,2366,600
2376,2376,510
2385,2385,550
2450,2450,550
2462,2462,530
2464,2464,501
2491,2491,510
2496,2496,521
2517,2517,700
2527,2527,550
2567,2567,550
2597,2597,700
2600,2600,600
2623,2623,600
2626,2626,700
2629,2629,522
2635,2635,600
2650,2650,521
2711,2711,510
2714,2714,500
2718,2718,510
2730,2730,700
2775,2775,510
2779,2779,600
2783,2783,700
2788,2788,530
2807,2807,700
2815,2815,700
2847,2847,700
2869,2869,700
2885,2885,600
2907,2907,700
2910,2910,522
2934,2934,600
2939,2939,500
2940,2940,600
2941,2941,550
2960,2960,530
2980,2980,700
2994,2994,700
3034,3034,700
3040,3040,510
3042,3042,500
3049,3049,500
3055,3055,530
3069,3069,600
3106,3106,700
3163,3163,700
3167,3167,700
3203,3203,700
3227,3227,510
3232,3232,502
3271,3271,700
3273,3273,700
3282,3282,700
3333,3333,600
3335,3335,500
3342,3342,500
3401,3401,700
3433,3433,522
3439,3439,700
3462,3462,522
3466,3466,700
3468,3468,550
3485,3485,700
3495,3495,700
3498,3498,550
3515,3515,502
3534,3534,600
3550,3550,600
3568,3568,700
3569,3569,501
3591,3591,600
3632,3632,522
3643,3643,500
3681,3681,530
3705,3705,600
3750,3750,510
3764,3764,521
3773,3773,500
3787,3787,530
3860,3860,550
3885,3885,700
3887,3887,530
3919,3919,550
3927,3927,510
3928,3928,510
3932,3932,600
3934,3934,521
3976,3976,600
3994,3994,530
4001,4001,500
4029,4029,700
4052,4052,502
4072,4072,520
4085,4085,522
4096,4096,550
4120,4120,700
4133,4133,550
4141,4141,550
4196,4196,700
4234,4234,550
4240,4240,521
4263,4263,550
4267,4267,530
4309,4309,510
4317,4317,520
4332,4332,520
4334,4334,550
4346,4346,501
4386,4386,522
4464,4464,504
4468,4468,500
4479,4479,700
4482,4482,501
4488,4488,510
4515,4515,530
4521,4521,530
4535,4535,700
4545,4545,700
4557,4557,522
4568,4568,500
4572,4572,500
4594,4594,700
4641,4641,510
4664,4664,521
4693,4693,600
4749,4749,550
4761,4761,550
4772,4772,530
4786,4786,530
4825,4825,500
4910,4910,510
4921,4921,550
4942,4942,520
4946,4946,521
4965,4965,550
4971,4971,500
4999,4999,521
5049,5049,521
5084,5084,500
5086,5086,530
5112,5112,500
5113,5113,530
5227,5227,530
5230,5230,522
720,720,700
723,723,700
728,728,530
730,730,530
732,732,700
734,734,600
735,735,502
737,737,550
738,738,530
741,741,530
778,778,530
780,780,700
806,806,530
811,811,600
822,822,521
858,858,521
874,874,700
944,944,700
981,981,550
1001,1001,530
1007,1007,550
1015,1015,550
1029,1029,521
1135,1135,600
1148,1148,600
1152,1152,600
1193,1193,550
1215,1215,521
1228,1228,550
1256,1256,700
1259,1259,700
1268,1268,700
1270,1270,530
1271,1271,700
1272,1272,700
1312,1312,700
1332,1332,530
1339,1339,521
1342,1342,700
1360,1360,550
1427,1427,530
1475,1475,550
1518,1518,510
1529,1529,600
1536,1536,600
1539,1539,550
1545,1545,600
1576,1576,700
1585,1585,521
1592,1592,530
1597,1597,550
1598,1598,550
1602,1602,510
1608,1608,530
1619,1619,530
1629,1629,500
1655,1655,500
1656,1656,700
1709,1709,700
1711,1711,700
1714,1714,600
1724,1724,700
1806,1806,530
1809,1809,600
1835,1835,550
1837,1837,550
1839,1839,600
1870,1870,521
1882,1882,700
1889,1889,522
1891,1891,700
1892,1892,700
1910,1910,501
1911,1911,700
1933,1933,500
1939,1939,522
1940,1940,551
1954,1954,521
1969,1969,500
1977,1977,700
1990,1990,550
2001,2001,600
2022,2022,551
2036,2036,700
2049,2049,521
2063,2063,700
2064,2064,700
2078,2078,530
2114,2114,700
2122,2122,551
2137,2137,521
2205,2205,530
2220,2220,530
2243,2243,600
2249,2249,500
2300,2300,600
2318,2318,521
2375,2375,551
2388,2388,600
2389,2389,700
2403,2403,700
2417,2417,700
2440,2440,550
2444,2444,550
2457,2457,550
2490,2490,600
2508,2508,530
2581,2581,550
2582,2582,550
2611,2611,530
2615,2615,700
2634,2634,700
2672,2672,700
2673,2673,700
2721,2721,550
2729,2729,510
2750,2750,600
2755,2755,530
2786,2786,521
2789,2789,500
2791,2791,700
2808,2808,700
2822,2822,700
2854,2854,700
2884,2884,510
2905,2905,530
2906,2906,550
2933,2933,700
2964,2964,550
2975,2975,521
2983,2983,600
2991,2991,600
3009,3009,530
3017,3017,510
3027,3027,510
3031,3031,700
3037,3037,530
3052,3052,500
3067,3067,500
3074,3074,530
3084,3084,700
3090,3090,700
3095,3095,500
3097,3097,700
3110,3110,530
3125,3125,600
3128,3128,530
3148,3148,550
3218,3218,530
3219,3219,530
3228,3228,510
3261,3261,500
3262,3262,600
3272,3272,700
3279,3279,530
3297,3297,500
3329,3329,700
3331,3331,500
3343,3343,550
3379,3379,700
3380,3380,530
3387,3387,500
3392,3392,522
3408,3408,700
3425,3425,700
3428,3428,500
3435,3435,550
3459,3459,530
3489,3489,500
3506,3506,700
3514,3514,504
3577,3577,600
3582,3582,700
3594,3594,500
3610,3610,500
3615,3615,521
3630,3630,700
3641,3641,600
3651,3651,600
3659,3659,530
3668,3668,600
3716,3716,550
3738,3738,700
3741,3741,522
3752,3752,520
3769,3769,501
3774,3774,550
3796,3796,530
3817,3817,501
3823,3823,530
3832,3832,500
3836,3836,700
3856,3856,522
3873,3873,522
3880,3880,501
3881,3881,700
3921,3921,700
3923,3923,520
3942,3942,550
3960,3960,502
3967,3967,501
4009,4009,500
4012,4012,530
4018,4018,521
4037,4037,700
4055,4055,501
4090,4090,700
4154,4154,500
4184,4184,700
4195,4195,550
4221,4221,521
4223,4223,700
4227,4227,550
4258,4258,700
4259,4259,530
4270,4270,500
4287,4287,501
4307,4307,503
4310,4310,530
4348,4348,600
4349,4349,530
4375,4375,550
4388,4388,500
4405,4405,510
4410,4410,510
4417,4417,700
4429,4429,700
4434,4434,700
4438,4438,521
4465,4465,500
