8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 289866, 1, 2
8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 34301, 1, 10
8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 33875, 1, 5
299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 21546, 1, 21
8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 20954, 1, 26
8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 15374, 1, 18
8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 15255, 1, 37
9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 12536, 1, 23
8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 6243, 1, 69
8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 8.0, 5493, 1, 65
8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 4746, 1, 48
8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 3960, 1, 33
9.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 3797, 1, 24
9.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 3418, 1, 61
299.0, 299.0, 299.0, 299.0, 8.0, 8.0, 8.0, 3269, 1, 16
299.0, 299.0, 299.0, 8.0, 8.0, 8.0, 8.0, 2960, 1, 89
299.0, 8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 2934, 1, 55
8.0, 9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 2675, 1, 115
9.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 2574, 1, 130
299.0, 299.0, 299.0, 299.0, 299.0, 8.0, 8.0, 2388, 1, 116
299.0, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 2381, 1, 4
8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 8.0, 2380, 1, 13
8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 2191, 1, 39
8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 9.0, 2175, 1, 35
8.0, 299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 2113, 1, 7
8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 8.0, 2086, 1, 102
9.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 2033, 1, 75
9.0, 8.0, 8.0, 9.0, 8.0, 8.0, 9.0, 2030, 1, 36
9.0, 8.0, 8.0, 9.0, 8.0, 9.0, 8.0, 1799, 1, 80
8.0, 8.0, 8.0, 8.0, 9.0, 8.0, 9.0, 1798, 1, 78
299.0, 8.0, 8.0, 9.0, 8.0, 8.0, 8.0, 1707, 1, 68
8.0, 8.0, 9.0, 9.0, 8.0, 8.0, 8.0, 1707, 1, 85
299.0, 8.0, 8.0, 8.0, 9.0, 8.0, 8.0, 1655, 1, 104
8.0, 8.0, 8.0, 9.0, 9.0, 8.0, 8.0, 1509, 1, 343
299.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 1418, 1, 40
8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 8.0, 1326, 1, 14
8.0, 8.0, 10.0, 8.0, 8.0, 8.0, 8.0, 1242, 1, 232
8.0, 8.0, 8.0, 8.0, 8.0, 10.0, 8.0, 1202, 1, 12
