2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 15459, 1, 152
1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 14339, 1, 127
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 13949, 1, 484
1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 12455, 1, 239
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 11860, 1, 261
1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 10843, 1, 229
1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 10738, 1, 269
1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 10608, 1, 188
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 9740, 1, 121
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 9399, 1, 397
1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 7932, 1, 477
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 7287, 1, 226
2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 6864, 1, 242
1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 6280, 1, 158
1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 6200, 1, 129
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 6054, 1, 456
1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6035, 1, 194
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 5919, 1, 321
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 5909, 1, 522
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 5554, 1, 66
299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 5433, 1, 467
2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 5209, 1, 557
2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 5147, 1, 983
1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 4906, 1, 161
1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4781, 1, 148
299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 4673, 1, 181
2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4574, 1, 359
299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 4563, 1, 564
2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 4459, 1, 89
2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 4412, 1, 1008
1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 4250, 1, 455
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 4046, 1, 236
299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 3879, 1, 400
2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 3871, 1, 98
299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 1.0, 3848, 1, 3
1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 3791, 1, 162
299.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3588, 1, 147
1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 3582, 1, 178
299.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 3530, 1, 515
2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3517, 1, 312
299.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3472, 1, 220
299.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 3271, 1, 71
2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 3197, 1, 1155
299.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2977, 1, 408
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 2850, 1, 51
1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2613, 1, 213
299.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2510, 1, 658
2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 2428, 1, 107
299.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2419, 1, 112
299.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2306, 1, 215
299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 299.0, 2.0, 2200, 1, 27
299.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2068, 1, 754
1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2066, 1, 525
2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2048, 1, 108
299.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2039, 1, 92
299.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2037, 1, 348
299.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2019, 1, 516
299.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1998, 1, 390
1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1941, 1, 86
2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1905, 1, 349
299.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1899, 1, 566
299.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1881, 1, 374
2.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1806, 1, 172
1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1776, 1, 364
2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1751, 1, 283
2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1749, 1, 109
299.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1714, 1, 1378
2.0, 2.0, 1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1657, 1, 300
1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1615, 1, 672
2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1592, 1, 415
1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1570, 1, 479
1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1510, 1, 62
1.0, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1507, 1, 813
1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1469, 1, 163
299.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1449, 1, 636
2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1422, 1, 104
299.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 1410, 1, 514
299.0, 299.0, 299.0, 299.0, 299.0, 1.0, 1.0, 1.0, 1412, 1, 742
2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1400, 1, 1129
2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1394, 1, 322
299.0, 2.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1360, 1, 1481
